id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
395,Larry,Andersen,R,R,200,75,1975-09-05,1994-07-31,1953,5,6,Portland,OR,USA
397,Matt,Anderson,R,R,200,76,1998-06-25,2005-07-01,1976,8,17,Louisville,KY,USA
398,Marlon,Anderson,L,R,190,70,1998-09-08,2009-04-10,1974,1,6,Montgomery,AL,USA
399,Mike,Anderson,R,R,200,74,1971-09-02,1979-09-30,1951,6,22,Florence,SC,USA
400,Mike,Anderson,R,R,200,75,1993-09-07,1993-09-17,1966,7,30,Austin,TX,USA
402,Red,Anderson,R,R,210,75,1937-09-19,1941-09-24,1912,6,19,Lawton,IA,USA
403,Rick,Anderson,R,R,210,74,1979-09-18,1980-10-05,1953,12,25,Inglewood,CA,USA
404,Rick,Anderson,R,R,175,72,1986-06-09,1988-07-28,1956,11,29,Everett,WA,USA
405,Scott,Anderson,R,R,190,78,1987-04-08,1995-08-26,1962,8,1,Corvallis,OR,USA
407,Sparky,Anderson,R,R,170,69,1959-04-10,1959-09-27,1934,2,22,Bridgewater,SD,USA
411,Varney,Anderson,R,R,165,70,1889-08-01,1896-05-06,1866,6,18,Geneva,IL,USA
412,Walter,Anderson,L,L,160,74,1917-05-14,1919-05-02,1897,9,25,"Grand Rapids",MI,USA
413,Wingo,Anderson,L,L,150,70,1910-04-16,1910-06-01,1886,8,13,Lillian,TX,USA
416,Clayton,Andrews,R,L,175,72,2000-04-16,2000-06-13,1978,5,15,Dunedin,FL,USA
417,Ed,Andrews,R,R,160,68,1884-05-01,1891-07-26,1859,4,5,Painesville,OH,USA
418,Elbert,Andrews,L,R,175,72,1925-05-01,1925-06-12,1901,12,11,Greenwood,SC,USA
419,Ernie,Andres,R,R,200,73,1946-04-16,1946-05-16,1918,1,11,Jeffersonville,IN,USA
420,Fred,Andrews,R,R,163,68,1976-09-26,1977-10-02,1952,5,4,Lafayette,LA,USA
421,Hub,Andrews,R,R,170,72,1947-04-20,1948-04-30,1922,8,31,Burbank,OK,USA
422,Ivy,Andrews,R,R,200,73,1931-08-15,1938-09-28,1907,5,6,Dora,AL,USA
423,Jim,Andrews,,,,,1890-04-19,1890-07-04,1865,6,5,"Shelburne Falls",MA,USA
424,John,Andre,L,R,200,76,1955-04-16,1955-07-16,1923,1,3,Brockton,MA,USA
425,John,Andrews,L,L,175,70,1973-04-08,1973-09-19,1949,2,9,"Monterey Park",CA,USA
427,Kim,Andrew,R,R,160,70,1975-04-16,1975-04-21,1953,11,14,Glendale,CA,USA
428,Mike,Andrews,R,R,195,75,1966-09-18,1973-09-29,1943,7,9,"Los Angeles",CA,USA
429,Nate,Andrews,R,R,195,72,1937-05-01,1946-06-23,1913,9,30,Pembroke,NC,USA
430,Rob,Andrews,R,R,185,72,1975-04-07,1979-09-26,1952,12,11,"Santa Monica",CA,USA
431,Shane,Andrews,R,R,215,73,1995-04-26,2002-09-29,1971,8,28,Dallas,TX,USA
432,Stan,Andrews,R,R,178,71,1939-06-11,1945-09-30,1917,4,17,Lynn,MA,USA
433,Wally,Andrews,R,R,170,75,1884-05-22,1888-08-08,1859,9,18,Philadelphia,PA,USA
435,Bill,Andrus,R,R,185,72,1931-09-19,1937-05-11,1907,7,25,Beaumont,TX,USA
437,Fred,Andrus,R,R,185,74,1876-07-25,1884-07-04,1850,8,23,Washington,MI,USA
438,Wyman,Andrus,,,155,66,1885-09-15,1885-09-15,1858,10,14,Orono,ON,CAN
439,Joaquin,Andujar,B,R,170,72,1976-04-08,1988-09-30,1952,12,21,"San Pedro de Macoris","San Pedro de Macoris",D.R.
440,Luis,Andujar,R,R,175,74,1995-09-08,1998-06-28,1972,11,22,Bani,Peravia,D.R.
442,Norm,Angelini,L,L,175,71,1972-07-22,1973-06-19,1947,9,24,"San Francisco",CA,USA
444,Tom,Angley,L,R,190,68,1929-04-23,1929-04-30,1904,10,2,Baltimore,MD,USA
445,Pat,Ankenman,R,R,125,64,1936-04-16,1944-06-02,1912,12,23,Houston,TX,USA
446,Rick,Ankiel,L,L,210,73,1999-08-23,2013-06-08,1979,7,19,"Fort Pierce",FL,USA
448,Bill,Annis,R,,150,67,1884-05-01,1884-08-08,1857,5,24,Stoneham,MA,USA
449,Cap,Anson,R,R,227,72,1871-05-06,1897-10-03,1852,4,17,Marshalltown,IA,USA
450,Eric,Anthony,L,L,195,74,1989-07-28,1997-09-27,1967,11,8,"San Diego",CA,USA
452,Joe,Antolick,R,R,185,72,1944-09-20,1944-09-26,1916,4,11,Hokendauqua,PA,USA
453,Bill,Antonello,R,R,185,71,1953-04-30,1953-09-27,1927,5,19,Brooklyn,NY,USA
454,John,Antonelli,R,R,165,70,1944-09-16,1945-09-17,1915,7,15,Memphis,TN,USA
455,Johnny,Antonelli,L,L,185,73,1948-07-04,1961-09-04,1930,4,12,Rochester,NY,USA
459,Luis,Aparicio,R,R,160,69,1956-04-17,1973-09-28,1934,4,29,Maracaibo,Zulia,Venezuela
460,Bob,Apodaca,R,R,170,71,1973-09-18,1977-09-18,1950,1,31,"Los Angeles",CA,USA
461,Luis,Aponte,R,R,185,72,1980-09-04,1984-07-06,1953,6,14,"El Tigre",Anzoategui,Venezuela
464,Kevin,Appier,R,R,180,74,1989-06-04,2004-04-23,1967,12,6,Lancaster,CA,USA
465,Ed,Appleton,R,R,173,72,1915-04-16,1916-10-05,1892,2,29,Arlington,TX,USA
466,Fred,Applegate,R,R,180,74,1904-09-30,1904-10-10,1879,5,9,Williamsport,PA,USA
467,Pete,Appleton,R,R,180,71,1927-09-14,1945-09-20,1904,5,20,Terryville,CT,USA
468,Luke,Appling,R,R,183,70,1930-09-10,1950-10-01,1907,4,2,"High Point",NC,USA
472,Luis,Aquino,R,R,155,72,1986-08-08,1995-09-12,1964,5,19,Santurce,,P.R.
473,Angel,Aragon,R,R,150,65,1914-08-20,1917-07-21,1890,8,2,"La Habana","La Habana",Cuba
474,Jack,Aragon,R,R,176,70,1941-08-13,1941-08-13,1915,11,20,"La Habana","La Habana",Cuba
480,Maurice,Archdeacon,L,L,153,68,1923-09-17,1925-05-29,1898,12,14,"St. Louis",MO,USA
482,Fred,Archer,L,L,193,72,1936-09-05,1937-09-09,1910,3,7,"Johnson City",TN,USA
483,Jimmy,Archer,R,R,168,70,1904-09-06,1918-09-02,1883,5,13,Dublin,Dublin,Ireland
484,Jim,Archer,R,L,190,72,1961-04-30,1962-09-19,1932,5,25,"Max Meadows",VA,USA
485,George,Archie,R,R,170,72,1938-09-14,1946-04-21,1914,4,27,Nashville,TN,USA
487,Jose,Arcia,R,R,170,75,1968-04-10,1970-09-30,1943,8,22,"La Habana","La Habana",Cuba
490,Dan,Ardell,L,L,190,74,1961-09-14,1961-09-27,1941,5,27,Seattle,WA,USA
491,Rugger,Ardizoia,R,R,180,71,1947-04-30,1947-04-30,1919,11,20,Oleggio,Novara,Italy
492,Joe,Ardner,R,R,160,67,1884-05-01,1890-08-18,1858,2,27,"Mount Vernon",OH,USA
493,Danny,Ardoin,R,R,205,72,2000-08-02,2008-09-26,1974,7,8,Mamou,LA,USA
494,Frank,Arellanes,R,R,180,72,1908-07-17,1910-08-14,1882,1,28,"Santa Cruz",CA,USA
497,Hank,Arft,L,L,190,70,1948-07-27,1952-05-23,1922,1,28,Manchester,MO,USA
498,Alex,Arias,R,R,185,75,1992-05-12,2002-09-22,1967,11,20,"New York",NY,USA
501,George,Arias,R,R,190,71,1996-04-02,1999-07-28,1972,3,12,Tucson,AZ,USA
503,Rudy,Arias,L,L,165,70,1959-04-10,1959-08-26,1931,6,6,"Las Villas",,Cuba
505,Buzz,Arlett,B,R,225,75,1931-04-14,1931-09-27,1899,1,3,Elmhurst,CA,USA
506,Don,Arlich,L,L,185,74,1965-10-02,1966-08-04,1943,2,15,Wayne,MI,USA
507,Steve,Arlin,R,R,195,75,1969-06-17,1974-09-14,1945,9,25,Seattle,WA,USA
508,Marcos,Armas,R,R,190,77,1993-05-25,1993-09-29,1969,8,5,"Puerto Piritu",Anzoategui,Venezuela
509,Tony,Armas,R,R,182,71,1976-09-06,1989-10-01,1953,7,2,"Puerto Piritu",Anzoategui,Venezuela
510,Tony,Armas,R,R,205,76,1999-08-16,2008-07-07,1978,4,29,"Puerto Piritu",Anzoategui,Venezuela
511,Charlie,Armbruster,R,R,180,69,1905-07-17,1907-09-11,1880,8,30,Cincinnati,OH,USA
512,Ed,Armbrister,R,R,160,71,1973-08-31,1977-10-02,1948,7,4,Nassau,"New Providence",Bahamas
513,Harry,Armbruster,L,L,190,70,1906-04-30,1906-10-03,1882,3,20,Liverpool,OH,USA
514,Orville,Armbrust,R,R,195,70,1934-09-18,1934-09-30,1908,3,2,Beirne,AR,USA
517,Robert,Armstrong,,,160,74,1871-06-26,1871-08-29,1850,7,4,Baltimore,MD,USA
518,George,Armstrong,R,R,190,70,1946-04-26,1946-06-23,1924,6,3,Orange,NJ,USA
519,Howard,Armstrong,R,R,165,69,1911-09-30,1911-09-30,1889,12,2,"East Claridon",OH,USA
520,Jack,Armstrong,R,R,220,77,1988-06-21,1994-04-17,1965,3,7,Englewood,NJ,USA
521,Mike,Armstrong,R,R,193,75,1980-08-12,1987-07-05,1954,3,7,"Glen Cove",NY,USA
523,Harry,Arndt,R,R,165,,1902-07-02,1907-05-25,1879,2,12,"South Bend",IN,USA
524,Larry,Arndt,R,R,195,73,1989-06-06,1989-06-07,1963,2,25,Fremont,OH,USA
525,Billy,Arnold,,,,,1872-04-26,1872-05-02,1851,3,2,Middletown,CT,USA
526,Chris,Arnold,R,R,160,70,1971-09-07,1976-10-02,1947,11,6,"Long Beach",CA,USA
527,Jamie,Arnold,R,R,190,74,1999-04-20,2000-10-01,1974,3,24,Dearborn,MI,USA
528,Scott,Arnold,R,R,210,74,1988-04-07,1988-04-23,1962,8,18,Lexington,KY,USA
529,Tony,Arnold,R,R,170,71,1986-08-09,1987-10-03,1959,5,3,"El Paso",TX,USA
530,Morrie,Arnovich,R,R,168,70,1936-09-14,1946-04-21,1910,11,16,Superior,WI,USA
531,Brad,Arnsberg,R,R,205,76,1986-09-06,1992-04-23,1963,8,20,Seattle,WA,USA
532,Orie,Arntzen,R,R,200,73,1943-04-20,1943-09-26,1909,10,18,Beverly,IL,USA
533,Rene,Arocha,R,R,180,72,1993-04-09,1997-06-06,1964,2,24,"La Habana","La Habana",Cuba
539,Gerry,Arrigo,L,L,185,73,1961-06-12,1970-06-05,1941,6,12,Chicago,IL,USA
540,Rolando,Arrojo,R,R,215,76,1998-04-01,2002-09-22,1965,7,18,"Santa Clara","Villa Clara",Cuba
541,Bronson,Arroyo,R,R,185,75,2000-06-12,2017-06-18,1977,2,24,"Key West",FL,USA
543,Fernando,Arroyo,R,R,180,74,1975-06-28,1986-08-11,1952,3,21,Sacramento,CA,USA
544,Luis,Arroyo,L,L,178,68,1955-04-20,1963-05-28,1927,2,18,Penuelas,,P.R.
545,Rudy,Arroyo,L,L,195,74,1971-06-01,1971-06-24,1950,6,19,"New York",NY,USA
548,Harry,Arundel,,R,145,66,1875-07-19,1884-10-10,1855,2,8,Philadelphia,PA,USA
549,Tug,Arundel,R,R,175,70,1882-05-23,1888-09-27,1862,6,30,Auburn,NY,USA
550,Randy,Asadoor,R,R,185,73,1986-09-14,1986-10-05,1962,10,20,Fresno,CA,USA
551,Jim,Asbell,R,R,195,72,1938-05-08,1938-10-02,1914,6,22,Dallas,TX,USA
552,Casper,Asbjornson,R,R,196,73,1928-09-17,1932-08-31,1909,6,19,Concord,MA,USA
556,Richie,Ashburn,L,R,170,70,1948-04-20,1962-09-30,1927,3,19,Tilden,NE,USA
558,Alan,Ashby,B,R,185,74,1973-07-03,1989-05-09,1951,7,8,"Long Beach",CA,USA
559,Andy,Ashby,R,R,180,73,1991-06-10,2004-09-14,1967,7,11,"Kansas City",MO,USA
562,Tucker,Ashford,R,R,195,73,1976-09-21,1984-05-14,1954,12,4,Memphis,TN,USA
563,Ken,Ash,R,R,165,71,1925-04-17,1930-09-26,1901,9,16,Anmoore,WV,USA
564,Billy,Ashley,R,R,220,79,1992-09-01,1998-07-30,1970,7,11,Trenton,MI,USA
566,Tom,Asmussen,,R,,71,1907-08-10,1907-08-19,1878,9,26,Chicago,IL,USA
567,Bob,Aspromonte,R,R,170,74,1956-09-19,1971-09-28,1938,6,19,Brooklyn,NY,USA
568,Ken,Aspromonte,R,R,180,72,1957-09-02,1963-06-21,1931,9,22,Brooklyn,NY,USA
570,Brian,Asselstine,L,R,175,73,1976-09-14,1981-10-03,1953,9,23,"Santa Barbara",CA,USA
571,Paul,Assenmacher,L,L,195,75,1986-04-12,1999-10-03,1960,12,10,Detroit,MI,USA
573,Pedro,Astacio,R,R,174,74,1992-07-03,2006-09-27,1968,11,28,"Hato Mayor del Rey","Hato Mayor",D.R.
575,Joe,Astroth,R,R,187,69,1945-08-13,1956-05-13,1922,9,1,"East Alton",IL,USA
579,Justin,Atchley,L,L,215,75,2001-04-07,2001-07-12,1973,9,5,Sedro-Woolley,WA,USA
580,Charlie,Atherton,R,R,160,70,1899-05-30,1899-08-22,1873,11,19,"New Brunswick",NJ,USA
581,Keith,Atherton,R,R,200,76,1983-07-14,1989-08-05,1959,2,19,"Newport News",VA,USA
583,Al,Atkinson,R,R,165,71,1884-05-01,1887-08-13,1861,3,9,Clinton,IL,USA
584,Bill,Atkinson,L,R,165,67,1976-09-18,1979-09-26,1954,10,4,Chatham,ON,CAN
585,Ed,Atkinson,,,,,1873-10-22,1873-10-23,1851,,,Baltimore,MD,USA
587,James,Atkins,L,R,205,75,1950-09-29,1952-05-10,1921,3,10,Birmingham,AL,USA
588,Lefty,Atkinson,L,L,149,66,1927-08-05,1927-08-05,1904,6,4,Chicago,IL,USA
590,Tommy,Atkins,L,L,165,70,1909-10-02,1910-09-28,1887,12,9,Ponca,NE,USA
591,Dick,Attreau,L,L,160,72,1926-09-14,1927-09-28,1897,4,8,Chicago,IL,USA
592,Toby,Atwell,L,R,185,69,1952-04-15,1956-09-28,1924,3,8,Leesburg,VA,USA
593,Bill,Atwood,R,R,190,71,1936-04-15,1940-09-29,1911,9,25,Rome,GA,USA
594,Jake,Atz,R,R,160,69,1902-09-24,1909-09-30,1879,7,1,Washington,DC,USA
595,Harry,Aubrey,R,R,130,67,1903-04-22,1903-09-27,1881,7,5,"St. Joseph",MO,USA
597,Derek,Aucoin,R,R,235,79,1996-05-21,1996-05-25,1970,3,27,Lachine,QC,CAN
598,Rich,Aude,R,R,180,77,1993-09-09,1996-05-15,1971,7,13,"Van Nuys",CA,USA
599,Rick,Auerbach,R,R,165,72,1971-04-13,1981-08-12,1950,2,15,"Woodland Hills",CA,USA
601,Dave,Augustine,R,R,174,74,1973-09-03,1974-10-02,1949,11,28,Follansbee,WV,USA
602,Don,August,R,R,190,75,1988-06-02,1991-10-01,1963,7,3,Inglewood,CA,USA
603,Jerry,Augustine,L,L,183,72,1975-09-09,1984-04-11,1952,7,24,Kewaunee,WI,USA
604,Elden,Auker,R,R,194,74,1933-08-10,1942-09-20,1910,9,21,Norcatur,KS,USA
605,Tex,Aulds,R,R,185,74,1947-05-25,1947-06-22,1920,12,28,Farmerville,LA,USA
606,Doug,Ault,R,L,200,75,1976-09-09,1980-10-05,1950,3,9,Beaumont,TX,USA
608,Rich,Aurilia,R,R,170,72,1995-09-06,2009-10-04,1971,9,2,Brooklyn,NY,USA
609,Joe,Ausanio,R,R,205,73,1994-07-14,1995-09-15,1965,12,9,Kingston,NY,USA
610,Brad,Ausmus,R,R,190,71,1993-07-28,2010-10-03,1969,4,14,"New Haven",CT,USA
611,Dennis,Aust,R,R,180,71,1965-09-06,1966-05-07,1940,11,25,Tecumseh,NE,USA
612,Henry,Austin,,,,,1873-04-28,1873-08-07,1844,10,,,NY,USA
613,Jeff,Austin,R,R,185,72,2001-06-26,2003-05-28,1976,10,19,"San Bernardino",CA,USA
614,Jimmy,Austin,B,R,155,67,1909-04-19,1929-10-06,1879,12,8,Swansea,Swansea,"United Kingdom"
615,Jim,Austin,R,R,200,74,1991-07-04,1993-07-20,1963,12,7,Farmville,VA,USA
616,Rick,Austin,R,L,190,76,1970-06-21,1976-06-27,1946,10,27,Seattle,WA,USA
618,Al,Autry,R,R,225,77,1976-09-14,1976-09-14,1952,2,29,Modesto,CA,USA
619,Chick,Autry,L,L,168,71,1907-09-18,1909-10-07,1885,1,2,Humboldt,TN,USA
620,Martin,Autry,R,R,180,72,1924-04-20,1930-09-18,1903,3,5,Martindale,TX,USA
622,Bruce,Aven,R,R,180,69,1997-08-27,2002-05-27,1972,3,4,Orange,TX,USA
623,Earl,Averill,L,R,172,69,1929-04-16,1941-04-25,1902,5,21,Snohomish,WA,USA
624,Earl,Averill,R,R,185,70,1956-04-19,1963-09-26,1931,9,9,Cleveland,OH,USA
625,Steve,Avery,L,L,180,76,1990-06-13,2003-07-20,1970,4,14,Trenton,MI,USA
628,Bobby,Avila,R,R,175,70,1949-04-30,1959-09-29,1924,4,2,Veracruz,Veracruz,Mexico
632,Ramon,Aviles,R,R,155,69,1977-07-10,1981-10-04,1952,1,22,Manati,,P.R.
633,Jay,Avrea,R,R,175,73,1950-04-22,1950-05-06,1920,7,6,Cleburne,TX,USA
636,Benny,Ayala,R,R,185,73,1974-08-27,1985-10-02,1951,2,7,Yauco,,P.R.
637,Bobby,Ayala,R,R,190,74,1992-09-05,1999-10-02,1969,7,8,Ventura,CA,USA
640,Manny,Aybar,R,R,165,73,1997-08-04,2005-06-10,1972,5,4,Bani,Peravia,D.R.
642,Jake,Aydelott,L,R,180,72,1884-05-15,1886-07-13,1861,7,6,Marion,IN,USA
643,Bill,Ayers,R,R,185,75,1947-04-17,1947-07-13,1919,9,27,Newnan,GA,USA
644,Doc,Ayers,R,R,185,73,1913-09-09,1921-05-21,1891,5,21,"Snake Creek",VA,USA
645,Dick,Aylward,R,R,190,72,1953-05-01,1953-05-20,1925,6,4,Baltimore,MD,USA
646,Bob,Ayrault,R,R,230,76,1992-06-07,1993-07-25,1966,4,27,"South Lake Tahoe",CA,USA
647,Joe,Ayrault,R,R,190,75,1996-09-01,1996-09-29,1971,10,8,Rochester,MI,USA
648,Joe,Azcue,R,R,190,72,1960-08-03,1972-09-29,1939,8,18,Cienfuegos,Cienfuegos,Cuba
650,Oscar,Azocar,L,L,170,73,1990-07-17,1992-10-04,1965,2,21,Soro,Sucre,Venezuela
651,Charlie,Babb,B,R,165,70,1903-04-17,1905-09-07,1873,2,20,Milwaukie,OR,USA
652,Bob,Babcock,R,R,210,77,1979-07-22,1981-06-11,1949,8,25,"New Castle",PA,USA
653,Loren,Babe,L,R,180,70,1952-08-19,1953-09-27,1928,1,11,Pisgah,IA,USA
654,Johnny,Babich,R,R,185,73,1934-06-19,1941-08-28,1913,5,14,Albion,CA,USA
655,Charlie,Babington,R,R,170,72,1915-07-20,1915-09-26,1895,5,4,Cranston,RI,USA
656,Shooty,Babitt,R,R,174,68,1981-04-09,1981-09-04,1959,3,9,Oakland,CA,USA
659,Les,Backman,R,R,195,72,1909-07-03,1910-08-28,1888,3,20,Cleves,OH,USA
660,Wally,Backman,B,R,160,69,1980-09-02,1993-05-14,1959,9,22,Hillsboro,OR,USA
661,Eddie,Bacon,,,158,68,1917-08-13,1917-08-20,1895,4,8,Frankfort,KY,USA
662,Mike,Bacsik,R,R,180,74,1975-06-15,1980-08-09,1952,4,1,Dallas,TX,USA
663,Mike,Bacsik,L,L,225,74,2001-08-05,2007-09-30,1977,11,11,Dallas,TX,USA
665,Fred,Baczewski,L,L,185,74,1953-04-26,1955-04-16,1926,5,15,"St. Paul",MN,USA
668,Art,Bader,R,R,170,70,1904-08-02,1904-08-03,1886,9,21,"St. Louis",MO,USA
670,Lore,Bader,L,R,175,72,1912-09-30,1918-07-18,1888,4,27,Bader,IL,USA
671,Red,Badgro,L,R,190,72,1929-06-20,1930-09-18,1902,12,1,Orillia,WA,USA
672,Ed,Baecht,R,R,195,75,1926-04-24,1937-09-03,1907,5,15,Paden,OK,USA
675,Carlos,Baerga,B,R,165,71,1990-04-14,2005-09-30,1968,11,4,Santurce,,P.R.
676,Benito,Baez,L,L,160,72,2001-08-25,2001-10-05,1977,5,6,Bonao,"Monsenor Nouel",D.R.
677,Danys,Baez,R,R,225,75,2001-05-13,2011-07-16,1977,9,10,"Pinar del Rio","Pinar del Rio",Cuba
679,Jose,Baez,R,R,160,68,1977-04-06,1978-06-06,1953,12,31,"San Cristobal","San Cristobal",D.R.
680,Kevin,Baez,R,R,160,72,1990-09-03,1993-10-03,1967,1,10,Brooklyn,NY,USA
684,Jim,Bagby,B,R,170,72,1912-04-22,1923-09-07,1889,10,5,Barnett,GA,USA
685,Jim,Bagby,R,R,170,74,1938-04-18,1947-09-25,1916,9,8,Cleveland,OH,USA
686,Bill,Bagwell,L,L,175,73,1923-04-17,1925-09-26,1895,2,24,Choudrant,LA,USA
687,Jeff,Bagwell,R,R,195,72,1991-04-08,2005-10-02,1968,5,27,Boston,MA,USA
688,Stan,Bahnsen,R,R,185,74,1966-09-09,1982-10-02,1944,12,15,"Council Bluffs",IA,USA
689,Ed,Bahr,R,R,172,73,1946-05-01,1947-07-04,1919,10,16,Rouleau,SK,CAN
690,Frank,Bahret,,,184,73,1884-04-17,1884-04-22,1858,9,12,Poughkeepsie,NY,USA
691,Grover,Baichley,R,R,165,68,1914-08-24,1914-09-04,1889,12,10,Toledo,IL,USA
693,Bill,Bailey,L,L,165,71,1907-09-11,1922-06-26,1888,4,12,"Fort Smith",AR,USA
694,Bill,Bailey,L,R,170,70,1911-04-21,1911-05-27,1881,11,19,Shawnee,OH,USA
695,Bob,Bailey,R,R,180,73,1962-09-14,1978-10-02,1942,10,13,"Long Beach",CA,USA
697,Cory,Bailey,R,R,195,72,1993-09-01,2002-07-03,1971,1,24,Herrin,IL,USA
698,Ed,Bailey,L,R,205,74,1953-09-26,1966-04-26,1931,4,15,"Strawberry Plains",TN,USA
699,Fred,Bailey,L,L,150,71,1916-08-19,1918-04-27,1895,8,16,"Mount Hope",WV,USA
700,Gene,Bailey,R,R,160,68,1917-09-10,1924-06-03,1893,11,25,Pearsall,TX,USA
701,Harvey,Bailey,,L,160,72,1899-06-30,1900-05-21,1876,11,24,Palmyra,MI,USA
702,Howard,Bailey,R,L,195,72,1981-04-12,1983-10-01,1957,7,31,"Grand Haven",MI,USA
705,Jim,Bailey,B,L,210,74,1959-09-10,1959-09-20,1934,12,16,"Strawberry Plains",TN,USA
706,King,Bailey,L,L,185,72,1895-09-21,1895-09-21,1869,11,22,"Tunstall Station",VA,USA
707,Mark,Bailey,B,R,195,77,1984-04-27,1992-08-22,1961,11,4,Springfield,MO,USA
709,Roger,Bailey,R,R,180,73,1995-04-27,1997-09-24,1970,10,3,Chattahoochee,FL,USA
710,Scott,Bailes,L,L,170,74,1986-04-09,1998-09-27,1961,12,18,Chillicothe,OH,USA
711,Steve,Bailey,R,R,194,73,1967-04-14,1968-09-26,1942,2,12,Bronx,NY,USA
712,Abraham,Bailey,R,R,184,72,1919-05-23,1921-06-11,1895,2,12,Joliet,IL,USA
713,Bob,Bailor,R,R,170,71,1975-09-06,1985-10-06,1951,7,10,Connellsville,PA,USA
714,Harold,Baines,L,L,175,74,1980-04-10,2001-09-27,1959,3,15,Easton,MD,USA
715,Loren,Bain,R,R,190,72,1945-06-23,1945-07-04,1922,7,4,Staples,MN,USA
716,Al,Baird,R,R,160,69,1917-09-10,1919-09-28,1895,6,2,Cleburne,TX,USA
717,Bob,Baird,L,L,195,76,1962-09-03,1963-09-27,1940,1,16,Knoxville,TN,USA
718,Doug,Baird,R,R,148,69,1915-04-17,1920-10-02,1891,9,27,"St. Charles",MO,USA
719,Doug,Bair,R,R,170,72,1976-09-13,1990-10-03,1949,8,22,Defiance,OH,USA
722,Jersey,Bakley,R,R,170,68,1883-05-11,1891-08-20,1864,4,17,Blackwood,NJ,USA
723,Dave,Bakenhaster,R,R,168,70,1964-06-20,1964-07-22,1945,3,5,Columbus,OH,USA
724,Al,Baker,R,R,170,71,1938-08-20,1938-08-29,1906,2,28,Batesville,MS,USA
725,Bill,Baker,R,R,200,72,1940-05-04,1949-08-01,1911,2,22,"Paw Creek",NC,USA
726,Bock,Baker,,L,181,69,1901-04-28,1901-05-13,1878,7,17,Troy,NY,USA
728,Charlie,Baker,R,R,140,64,1884-08-01,1884-08-27,1856,1,15,"West Boylston",MA,USA
729,Chuck,Baker,R,R,180,71,1978-04-07,1981-10-04,1952,12,6,Seattle,WA,USA
730,Dave,Baker,L,R,185,72,1982-09-12,1982-09-29,1956,11,25,Lacona,IA,USA
731,Del,Baker,R,R,176,71,1914-04-16,1916-09-30,1892,5,3,Sherwood,OR,USA
732,Doug,Baker,B,R,165,69,1984-07-02,1990-04-12,1961,4,3,Fullerton,CA,USA
733,Dusty,Baker,R,R,183,74,1968-09-07,1986-10-04,1949,6,15,Riverside,CA,USA
734,Ernie,Baker,R,R,160,70,1905-08-18,1905-08-18,1875,8,8,Concord,MI,USA
735,Floyd,Baker,L,R,160,69,1943-05-04,1955-05-04,1916,10,10,Luray,VA,USA
736,"Home Run",Baker,L,R,173,71,1908-09-21,1922-09-29,1886,3,13,Trappe,MD,USA
737,Frank,Baker,L,R,180,70,1969-07-27,1971-09-29,1944,1,11,Bartow,FL,USA
738,Frank,Baker,L,R,178,74,1970-08-09,1974-10-02,1946,10,29,Meridian,MS,USA
739,George,Baker,,,162,71,1883-05-24,1886-05-01,1857,8,20,"St. Louis",MO,USA
740,Gene,Baker,R,R,170,73,1953-09-20,1961-06-10,1925,6,15,Davenport,IA,USA
741,Howard,Baker,R,R,175,71,1912-08-11,1915-10-06,1888,3,1,Bridgeport,CT,USA
742,Jack,Baker,R,R,225,77,1976-09-11,1977-06-08,1950,5,4,Birmingham,AL,USA
743,Jesse,Baker,L,L,188,71,1911-04-23,1911-09-04,1888,6,3,"Anderson Island",WA,USA
744,Jesse,Baker,R,R,140,64,1919-09-14,1919-09-14,1895,3,4,Cleveland,OH,USA
747,Kirtley,Baker,R,R,160,69,1890-05-07,1899-06-14,1869,6,24,Aurora,IN,USA
749,Neal,Baker,R,R,175,73,1927-06-26,1927-07-26,1904,4,30,"La Porte",TX,USA
750,Norm,Baker,,,,,1883-05-21,1890-08-30,1862,10,14,Philadelphia,PA,USA
751,Phil,Baker,L,L,152,68,1883-05-01,1886-09-02,1856,9,19,Philadelphia,PA,USA
752,Scott,Baker,L,L,175,74,1995-07-17,1995-07-17,1970,5,18,"San Jose",CA,USA
754,Steve,Baker,R,R,185,72,1978-05-25,1983-09-27,1956,8,30,Eugene,OR,USA
755,Tom,Baker,R,R,180,73,1935-08-15,1938-09-24,1913,6,11,Nursery,TX,USA
756,Tom,Baker,L,L,195,72,1963-08-02,1963-09-14,1934,5,6,"Port Townsend",WA,USA
757,Tracy,Baker,R,R,180,73,1911-06-19,1911-06-19,1891,11,7,Pendleton,OR,USA
758,Paul,Bako,L,R,205,74,1998-04-30,2009-10-04,1972,6,20,Lafayette,LA,USA
759,Mike,Balas,R,R,195,72,1938-04-27,1938-04-27,1910,5,9,Lowell,MA,USA
760,John,Balaz,R,R,180,75,1974-09-10,1975-09-28,1950,11,24,Toronto,ON,CAN
761,Steve,Balboni,R,R,225,75,1981-04-22,1993-10-02,1957,1,16,Brockton,MA,USA
762,Bobby,Balcena,R,L,160,67,1956-09-16,1956-09-29,1925,8,1,"San Pedro",CA,USA
765,Jack,Baldschun,R,R,175,73,1961-04-28,1970-08-21,1936,10,16,Greenville,OH,USA
766,Billy,Baldwin,L,L,175,72,1975-07-29,1976-09-28,1948,6,9,Tazewell,VA,USA
